MENSAJES;POLARIDAD
Hola, perfecto ya lo compartimos con usted, muchas gracias por su apoyo;Positivo
Gracias companeros...suerte a todos;Positivo
¡Muy bien!;Positivo
Jane Portilla ha creado el grupo Grupo5-C2b-AA2016.;Positivo
Samantha Heymann Paz ha creado el grupo G3-C-AA2016.;Positivo
hola buenas noches estimados compañeros les ofrezco disculpas por el retraso al presente trabajo,algunos han estado pendiente y me han escrito,les comento que soy de la ciudad de Manta y como saben han habido algunos inconvenientes. En fin estamos aqui conformando este grupo numero 3,en el cual deseo trabajar con ustedes en equipo,he decido crear etsa noche el grupo para iniciar con la practica numero 9 desde mañana....como ya saben este es el unico medio de comunicacion que podremos usar para este trabajo espero pronto sus aportes ,deseandoles exitos en el  me despido...;Neutro
Samantha Heymann Paz ha actualizado la foto de portada del grupo.;Positivo
Samantha Heymann Paz ha compartido un enlace.;Positivo
Ok, en la noche subiré mi documento, tenemos que apurarnos, porque ya mismo nos toca hacer las evaluaciones y autoevaluaciones.;Positivo
buenas tardes con todos  aqui les dejo mi tarea...espero sus opiniones y trabajos pronto para comparar y elegir el trabajo que se presentara. asi como tambien podemos mencionar el grado de dificultad que tal vz experimentamos en alguno de los items,;Positivo
Deicy Guerrero ha compartido un enlace.;Positivo
hola compañeros buen dia...los invito esta noche a utilizar  la herramineta del chat de esta pagina esta noche a las 9:00 pm,para comentar todo lo relacionado al trabajo de computacion.los espero. exitos..!!;Positivo
(Y);Neutro
compañera???;Neutro
Que pena no pude subir el diario, ni la evaluación ni nada, estuve de viaje 🙁;Negativo
"En la revisión del tema “Entorno Personal de Aprendizaje - Personal Learning Environment, PLE”, he encontrado las siguientes premisas como base para elaborar un concepto:
• Sistema que ayuda a los estudiantes a tomar el control y gestión de su propio aprendizaje. 
• Conjunto de herramientas, fuentes de información, conexiones y actividades que cada persona utiliza de forma asidua para aprender.
• Entorno donde las personas integran las experiencias que configuraron sus aprendizajes en la educación formal con el apoyo de las tecnologías de la Información.
• Conjunto de herramientas, servicios y conexiones que empleamos para alcanzar diversas metas vinculadas a la adquisición de nuevas competencias.
Un criterio más que considero importante tomar en cuenta tiene que ver con la “inteligencia” o la disposición y capacidad sistemática de aprender. En este sentido, propongo al EPL como un entorno de realización del estudiante en términos de un “sujeto activo de su propio proceso de construcción del aprendizaje”, con una cultura de trabajo que le permite el autoaprendizaje e interactividad, además de la disposición de trabajar en equipo y manejar las TIC. Además, creo pertinente entender el EPL como un contexto de aprendizaje activo, colaborativo y posibilitador de individualización y autonomía.";Positivo
"Muy buenos días dejo mi aporte del trabajo acerca del concepto personal de APLE:
El PLE, está relacionado con las nuevas teorías de la enseñanza de corte conectivista, por tanto no solo se trata de un sistema individual de nuevos conceptos, se trata de un gran sistema de conceptos que comunicamos a los demás, de aprendizajes que retroalimentamos, y de la cooperación de otros para la mejora de nuestros supuestos. El concepto dice así: “Se trata de un proyecto formativo más centrado en el aprendizaje informal y basado en una concepción conectivista del aprendizaje. Surge de la necesidad del individuo de estar permanentemente actualizado. Es el propio usuario quien elige sus objetivos, contenidos, herramientas, fuentes, etc. Esta elección exige cierta madurez y experiencia en la toma de decisiones y en el uso de los medios tecnológicos.”
Las partes del PLE son: 
1) herramientas y estrategias de lectura: las fuentes de información a las que accedo que me ofrecen dicha información en forma de objeto o artefacto (mediatecas); 
2) herramientas y estrategias de reflexión: los entornos o servicios en los que puedo transformar la información (sitios donde escribo, comento, analizo, recreo, publico), y 
3) herramientas y estrategias de relación: entornos donde me relaciono con otras personas de/con las que aprendo";Positivo
Comparto mi diseño preliminar del PLE;Positivo
Este es mi PLE compañeros;Positivo
Mi PLE;Positivo
Sandy Sócola ha subido un archivo.;Positivo
Javier, favor enviarme en documento Word su aporte en lo conceptual para el trabajo del grupo.;Positivo
Javier Vera ha subido un archivo.;Positivo
Javier, el archivo no es posible abrirlo, favor reenviarlo en formato PDF.;Negativo
Hola compañero mil disculpas ayer no vi el mensaje pero adjunto el archivo requerido;Positivo
Gracias, ya lo tengo. Favor revisar la primera versión del trabajo del grupo.;Positivo
Hola compas recien veo los mensajes mil disculpas ya estoy revisando;Negativo
Compa un buen trabajo de equipo concuerdo con el documento;Positivo
Compañeros, le he enviado vía correo utpl/ brightspace la primera versión del documento del grupo, favor revisarlo e indicarme los cambios que consideren conveniente para subirlo mañana finalmente.;Positivo
Compañeros el trabajo del grupo fue enviado oportunamente. Les remití el correo de confirmación de la recepción del mismo. Gracias por su colaboración;Positivo
Muchas gracias;Positivo
Muchas gracias compañero;Positivo
Jose Caicedo ha creado el grupo Grupo1-IA-18-19.;Positivo
compartí una imagen para el portal;Positivo
Listo... propongo esta imagen;Positivo
Por cieerto, el viérne hablé con el compañero Fabian Chavarrea. Ya se unió al grupo. Me comenta que trabaja en un campamento lejano en Francisco de Orellana;Positivo
se le difulta tener acceso a Internet;Negativo
no puedo ver la imagen compañerito...;Negativo
A parte del diseño de la portada, debemos hacer el informe diario sobre la experiencia de los items 1, 2 y 3 y eso subirlo hasta el día de hoy;Positivo
tienen un formato para subir el informe diario??;Neutro
pero es por medio del eva o por aqui?;Positivo
El informe diario por el EVA;Neutro
es con respecto a la comunicacion del grupo y todo eso el trabajo realizado ....;Positivo
como le va con la resolución del ejercicio? para mi las restricciones me marean;Positivo
jejeje;Positivo
Bien dicen que ese acertijo de Einstein solo el 2% de personas lo pueden lograr jajaja;Positivo
pues si en realidad esta un poco complejo pero si podemos.....;Positivo
compañeros hay que enviarle el link del facebook a la profe...;Positivo
Si, ya lo envío por correo y lo incluyo en el informe diario;Positivo
Pero hay que subir la foto de portada y antes de que se nos acabe el tiempo;Positivo
Ya le pongo una... confirmen si tiene otro aporte;Positivo
no compañero ningun otro aporte...;Positivo
de mi parte;Positivo
para la resolución del problema, la manera más sencilla que se me hizo para resolver es primero indicar las variables, seguidamente el dominio y luego las restricciones (algunas son algo complejas de plantear). Con respecto a la portada me parece bien;Positivo
Les comparto el formato para su consideración del informe diario de actividades;Positivo
Con respecto al diseño de portada, considero que deben enviar su aportes ya que el que está publicado no está dentro de los estándares para Facebook la cuál debe ser de un tamaño 851x315 px;Positivo
Envío dos propuestas con esa medida:;Positivo
Pleno, gracias;Positivo
Elena Baldeon ha subido un archivo.;Positivo
¡Elena, mil gracias por compartir la solución del ejercicio! que opina el resto del grupo? ¿resolvieron también la tarea? en el diálogo que se mantenga como equipo es preciso que todos tenga claro las variables, el dominio y sobre todo las restricciones. Con esto se les facilita ir construyendo la tabla de valores que indicará las relaciones de las variables.;Positivo
"Javier, la definición del enunciado del caso que estamos resolviendo (puzzle) indican las variables el dominio y las restricciones; así: Variables: Inglés, Español, Noruego, Ucraniano, Japonés, Roja, Amarillo, Azul, Verde, Marfil, Kools, Chesterfields, Winston, Lucky Strike, Parliaments, Zumo de Naranja, Té, Café, Leche, Agua, Zorro, Perro, Caracoles, Caballo, Zebra.
Dominios: Todas las variables se instancian en el dominio {1, 2, 3, 4, 5}, indicando la casa correspondiente.
Restricciones:
R1: Ingles = Roja
R2: Español = Perro
R3: Noruego = 1
R4: Kools = Amarilla
R5: Chesterfields = Zorro + 1 ᴧ Chesterfilds + 1 = Zoro";Positivo
Gracias porfe...ya con esta idea se aclara la idea para desarrollar el ejercicio;Positivo
Sigan ustedes definiendo las restricciones, cuando concluyan la definición de las restricciones hagan la tabla de valores en las columnas pongan el número de casas y en las filas las principales características como: Nacionalidad, color, bebida, marca de cigarro, animal.;Positivo
"Gracias por su aporte compañera, en sí tenemos la misma solución, lo único que cambia es que yo tengo que la casa verde es la 4 y la marfil número 5. Le comentó el por qué, la restricción dice lo siguiente: ""La casa verde está inmediatamente a la derecha (su derecha) de la casa de color marfil."" Si la restricción dijera solo: ""La casa verde está inmediatamente a la derecha de la casa de color marfil."" está claro que primero va la de color marfil y luego la verde, pero dado que dice ""su derecha"" está refiriéndose a otra perspectiva, dado que iría primero verde y luego marfil. Es algo que presta a confusión.";Positivo
Saludos cordiales compañera Elena, concuerdo con la solución;Positivo
Al desarrollar el ejercicio es importante que todos tenga claro las variables, el dominio y sobre todo las restricciones. Con esto se les facilita ir construyendo la tabla de valores que indicará las relaciones de las variables. Así mismo, recuerden que entre todos deben elaborar una única solución del puzle.;Positivo
"Demos la bienvenida a los nuevos miembros:
Dunia Ines Jara Roa";Negativo
Jose Caicedo ha subido un archivo.;Positivo
De igual manera, con este método llegué a la siguiente respuesta en la que coincide con Elena Baldeon :;Positivo
se difiere en el orden de las casas, Elena tiene casa 4: marfil y casa 5: verde, pero con las mismas características respectivas. De ahí todo está igual, gracias por sus aportes;Positivo
"o En la casa amarilla, está habitada por el noruego, se fuman cigarrillos Kools, tiene de mascota un zorro y se toma agua.
o Mientras que, en la casa verde, está habitada por el japonés, se fuman cigarrillos Parliaments, se toma café y tiene como mascota una zebra.";Positivo
Como pueden ver se va realizando selecciones para llegar a la respuesta esperada;Positivo
Ventajas de este método;Positivo
"– Ventajas
a) Si existen una o las soluciones el backtracking las calcula.
b) Es relativamente sencillo de implementar en los problemas a resolver.
c) Se adapta a características en especifico de el problema.";Positivo
"Desventajas
a) Si la solución es infinita, y si esta existe, no se encontrará nunca.
b) Consume mucha memoria para tener que almacenar los ciclos de búsqueda.
c) Se necesita un hardware especial en robótica para almacenar la información de los resultados del Backtracking.";Positivo
bien realizado su aporte compañero Jose Caicedo me despejo una inquietud que tenia.;Positivo
Gracias compañero, coincido al 100% con su respuesta. Gracias por el aporte;Positivo
Muy bien la actividad colaborativa, espero puedan concluir de manera satisfactoria;Positivo
Carolina Jaramillo Valdivieso ha subido un archivo.;Positivo
Marcelo Arias ha subido un archivo.;Positivo
Cristina Contreras ha creado el grupo Grupo5-IA-18-19.;Positivo
"TRABAJO COLABORATIVO – del 26 de noviembre del 2018 al 20 de enero del 2019
Objetivo:
Utilización adecuada de los algoritmos y métodos de resolución de problemas de satisfacción de
restricciones.
Tareas a realizar
1. Realizar de manera personal el ejercicio 5.13 que se encuentra en la página 180 del texto base
(26 de noviembre al 2 diciembre).
2. Conformar un grupo cerrado en Facebook con cada uno de los integrantes del grupo (3 al 9 de
diciembre).
3. Integración del grupo y diseño de portada de Facebook (3 al 9 de diciembre).
4. Elaborar el diario personal sobre la experiencia de los ítems 1, 2 y 3, y subirlo al EVA (26
noviembre al 9 de diciembre)";Neutro
